hhid.code,cluster.id,year,hh.size,age.head,sex.head,wealth.score,wealth.index,education,lat,long,dist.road,dist.pop,dist.market,elevation,hdds12,mdd10,mhdds9,forest.ha,forest.patches
1470,54213016,2013,9,49,1,4,Middle,Secondary,-4.96,39.83,76.8,11.8,164.2,7,7,5,5,7441.443138,1384
1471,54213016,2013,4,49,1,5,Rich,None,-4.96,39.83,76.7,11.7,164.2,6,7,3,5,7441.443138,1384
1472,54213016,2013,8,44,2,5,Rich,None,-4.96,39.83,76.8,11.8,164.2,7,7,4,5,7441.443138,1384
1473,54213016,2013,5,74,2,5,Rich,None,-4.96,39.83,76.8,11.7,164.3,6,7,6,5,7441.443138,1384
1474,54213016,2013,8,63,1,5,Rich,None,-4.96,39.83,76.8,11.7,164.3,6,7,5,5,7441.443138,1384
1475,55102031,2013,6,49,2,5,Rich,Secondary,-5.24,39.79,76.3,24.1,171.2,48,11,8,8,13368.50129,1592
1476,55102031,2013,10,52,1,3,Middle,Primary,-5.24,39.79,76.5,24.1,171.3,55,9,7,6,13368.50129,1592
1477,55102031,2013,8,63,1,3,Middle,None,-5.24,39.79,76.5,24,171.3,55,8,5,6,13368.50129,1592
1478,55102031,2013,5,49,2,4,Middle,None,-5.24,39.79,76.7,23.8,171.3,46,9,7,6,13368.50129,1592
1479,55102031,2013,6,59,1,4,Middle,Secondary,-5.24,39.79,76.7,23.8,171.3,46,8,6,5,13368.50129,1592
1480,55102031,2013,8,39,1,5,Rich,None,-5.24,39.79,76.4,24.2,171.5,51,7,6,5,13368.50129,1592
1481,55102031,2013,12,44,2,4,Middle,Secondary,-5.24,39.79,76.5,24.2,171.5,56,11,7,8,13368.50129,1592
1482,55104032,2013,7,54,2,3,Middle,None,-5.17,39.78,75.6,18.1,167.7,45,8,6,6,16177.31556,1433
1483,55104032,2013,6,68,1,4,Middle,None,-5.17,39.78,75.6,18,167.7,54,8,5,5,16177.31556,1433
1485,55104032,2013,1,69,2,4,Middle,None,-5.17,39.78,75.7,18,167.7,54,7,4,5,16177.31556,1433
1486,55104032,2013,6,65,2,5,Rich,None,-5.17,39.78,75.6,18.1,167.7,45,5,3,3,16177.31556,1433
1487,55104032,2013,9,71,2,4,Middle,None,-5.17,39.78,76.1,18.8,168.3,43,9,6,6,16177.31556,1433
1489,55104032,2013,6,29,1,4,Middle,Secondary,-5.17,39.78,76.1,18.7,168.3,51,9,7,7,16177.31556,1433
1490,55107054,2013,8,43,1,5,Rich,None,-5.24,39.83,79.2,25.7,175.3,21,9,6,7,8265.964906,1454
1491,55107054,2013,8,44,1,5,Rich,None,-5.24,39.83,79.2,25.7,175.4,21,9,6,7,8265.964906,1454
1492,55107054,2013,5,53,1,4,Middle,None,-5.24,39.83,79.3,25.7,175.4,18,9,4,6,8265.964906,1454
1493,55107054,2013,11,41,1,5,Rich,None,-5.24,39.83,79.2,25.8,175.4,21,9,7,7,8265.964906,1454
1494,55107054,2013,8,41,1,4,Middle,Primary,-5.24,39.83,79.3,25.7,175.3,21,7,4,5,8265.964906,1454
1495,55107054,2013,13,49,1,5,Rich,Secondary,-5.24,39.83,79.3,25.8,175.4,18,9,8,6,8265.964906,1454
1496,55116011,2013,6,43,1,5,Rich,Secondary,-5.26,39.82,77.5,27,175.3,15,8,6,5,9012.755131,1471
1497,55116011,2013,8,40,1,5,Rich,Primary,-5.26,39.82,77.6,27,175.4,15,8,5,6,9012.755131,1471
1498,55116011,2013,6,34,1,5,Rich,Secondary,-5.26,39.82,77.6,27,175.5,12,8,6,6,9012.755131,1471
1499,55116011,2013,10,51,1,4,Middle,None,-5.26,39.82,77.8,27,175.6,13,7,5,5,9012.755131,1471
1500,55116011,2013,6,35,1,5,Rich,Secondary,-5.26,39.82,77.5,27.1,175.4,18,10,6,7,9012.755131,1471
1501,55116011,2013,6,32,1,5,Rich,Secondary,-5.26,39.82,77.3,27.1,175.2,13,7,4,5,9012.755131,1471
1502,55117023,2013,6,68,1,3,Middle,None,-5.26,39.79,70.9,30.7,173.5,37,8,5,6,13355.80373,1546
1503,55117023,2013,6,39,1,5,Rich,Secondary,-5.26,39.79,70.9,30.7,173.5,37,10,7,7,13355.80373,1546
1504,55117023,2013,7,47,2,5,Rich,None,-5.26,39.79,71,30.6,173.6,31,7,5,5,13355.80373,1546
1505,55117023,2013,12,44,1,4,Middle,None,-5.26,39.79,71.2,30.6,173.7,28,8,6,6,13355.80373,1546
1506,55117023,2013,9,34,1,5,Rich,Primary,-5.26,39.79,71.2,30.4,173.6,28,8,6,6,13355.80373,1546
1507,55117023,2013,10,44,1,4,Middle,None,-5.26,39.79,71.2,30.4,173.6,28,7,5,5,13355.80373,1546
1508,55117023,2013,9,64,1,3,Middle,None,-5.26,39.79,71.1,30.6,173.6,31,12,8,9,13355.80373,1546
1509,55117023,2013,7,55,1,5,Rich,Primary,-5.26,39.79,71.2,30.4,173.4,21,7,5,5,13355.80373,1546
1510,55209022,2013,8,52,1,4,Middle,Secondary,-5.4,39.69,55.9,43,162.6,29,8,6,5,14840.84993,718
1511,55209022,2013,6,67,1,4,Middle,Primary,-5.4,39.69,56.1,42.9,162.8,29,8,6,6,14840.84993,718
1512,55209022,2013,13,53,1,4,Middle,Secondary,-5.4,39.69,55.7,43.2,162.4,25,9,5,7,14840.84993,718
1513,55209022,2013,8,59,1,4,Middle,Secondary,-5.4,39.69,55.8,43.1,162.6,29,8,5,6,14840.84993,718
1514,55209022,2013,5,59,1,5,Rich,Secondary,-5.4,39.69,55.8,43,162.6,26,8,4,5,14840.84993,718
1515,55209022,2013,4,84,1,3,Middle,None,-5.4,39.69,55.6,43.2,162.4,28,3,1,1,14840.84993,718
1516,55209022,2013,4,64,1,4,Middle,Secondary,-5.4,39.69,55.5,43.4,162.2,21,8,5,6,14840.84993,718
1517,55218021,2013,7,44,1,4,Middle,Primary,-5.37,39.66,56.7,38.6,166.6,49,7,5,5,13895.65652,438
