hhid.code,cluster.id,year,hh.size,age.head,sex.head,wealth.score,wealth.index,education,lat,long,dist.road,dist.pop,dist.market,elevation,hdds12,mdd10,mhdds9,forest.ha,forest.patches
233,4617003,2013,4,53,2,2,Bottom,Primary,-5.63,38.4,0.1,58.3,117.1,390,8,6,5,10893.72021,2216
234,4617003,2013,7,55,2,3,Middle,None,-5.63,38.4,0,58.2,117.1,390,9,6,6,10893.72021,2216
235,4617003,2013,2,65,2,1,Bottom,None,-5.63,38.4,0.1,56.8,115.8,372,8,6,5,10893.72021,2216
236,4617003,2013,6,34,1,2,Bottom,None,-5.63,38.4,0.1,56.7,115.7,372,12,9,9,10893.72021,2216
237,4617003,2013,4,23,2,3,Middle,None,-5.63,38.4,3.3,58.9,118.4,357,3,3,2,10893.72021,2216
238,4619002,2013,5,48,1,1,Bottom,Primary,-5.42,37.99,49.5,67.1,103.2,736,11,10,8,1753.679377,1274
239,4619002,2013,8,45,1,1,Bottom,Primary,-5.42,37.99,48.9,66.4,101.8,723,11,9,8,1753.679377,1274
240,4619002,2013,8,73,1,1,Bottom,Primary,-5.42,37.99,51.5,71,106.2,684,11,7,8,1753.679377,1274
241,4619002,2013,1,58,2,1,Bottom,None,-5.42,37.99,49.2,66.7,102,713,8,5,5,1753.679377,1274
242,4711002,2013,3,50,1,3,Middle,None,-5.5,37.56,87.4,117.8,141.3,848,10,6,7,22374.13376,1206
243,4711002,2013,2,61,1,2,Bottom,Primary,-5.5,37.56,87,116.8,140.3,889,7,4,4,22374.13376,1206
244,4711002,2013,12,61,1,4,Middle,None,-5.5,37.56,88.9,110.7,130.9,901,10,7,7,22374.13376,1206
245,4711002,2013,5,55,1,1,Bottom,Primary,-5.5,37.56,85.6,113.9,137.3,846,9,6,6,22374.13376,1206
246,4711002,2013,7,35,1,2,Bottom,None,-5.5,37.56,85.6,113.9,137.3,840,7,4,4,22374.13376,1206
247,4711002,2013,7,60,1,2,Bottom,Primary,-5.5,37.56,86.2,113.5,136.3,840,9,9,7,22374.13376,1206
248,4711002,2013,8,74,2,1,Bottom,None,-5.5,37.56,84.8,113.9,137.7,859,3,2,2,22374.13376,1206
249,4711002,2013,2,74,1,2,Bottom,None,-5.5,37.56,84.1,114,138.4,847,7,5,4,22374.13376,1206
250,5108005,2013,2,51,1,1,Bottom,None,-6.54,37.18,25.2,38.9,55,409,10,6,7,13830.48946,1061
251,5108005,2013,5,33,2,2,Bottom,None,-6.54,37.18,27.8,35.3,59.1,428,9,7,6,13830.48946,1061
252,5108005,2013,5,52,1,2,Bottom,Primary,-6.54,37.18,27,36,59.8,437,8,6,5,13830.48946,1061
253,5108005,2013,5,36,1,2,Bottom,Primary,-6.54,37.18,28,35.1,59,426,9,6,6,13830.48946,1061
254,5108005,2013,5,40,1,1,Bottom,Primary,-6.54,37.18,27.9,35.1,60.1,435,8,5,6,13830.48946,1061
255,5108005,2013,3,45,2,2,Bottom,Primary,-6.54,37.18,29.1,34,59.1,429,9,7,6,13830.48946,1061
256,5134002,2013,10,31,1,4,Middle,Primary,-6.33,37.01,21.7,51.5,58.7,1001,9,7,6,14785.23661,1948
257,5134002,2013,10,53,1,5,Rich,Primary,-6.33,37.01,21.8,51.4,58.6,1012,5,5,3,14785.23661,1948
258,5134002,2013,5,62,1,5,Rich,None,-6.33,37.01,20.8,53.3,56.8,985,5,4,3,14785.23661,1948
259,5134002,2013,9,56,1,1,Bottom,Primary,-6.33,37.01,20.9,53.1,56.8,976,9,5,6,14785.23661,1948
260,5134002,2013,7,53,2,4,Middle,Primary,-6.33,37.01,21,52.7,58,922,5,3,4,14785.23661,1948
261,5134002,2013,10,45,1,2,Bottom,Primary,-6.33,37.01,8.2,66.2,58.3,949,9,6,6,14785.23661,1948
262,5134002,2013,6,47,1,4,Middle,Primary,-6.33,37.01,19.7,54.1,57.9,1011,8,5,5,14785.23661,1948
263,5218007,2013,2,79,1,4,Middle,Primary,-6.92,37.84,17.7,23,23.2,358,7,5,4,24642.10901,666
264,5218007,2013,3,83,1,5,Rich,Primary,-6.92,37.84,16.1,21.4,21.6,400,7,4,5,24642.10901,666
266,5218007,2013,7,53,1,4,Middle,None,-6.92,37.84,17.5,23.4,23.7,342,8,5,5,24642.10901,666
267,5218007,2013,8,55,1,5,Rich,Primary,-6.92,37.84,19.6,26.6,26.8,318,8,6,5,24642.10901,666
268,5310001,2013,3,41,1,5,Rich,Primary,-8.1,36.51,19.7,20,96.8,283,11,7,8,12294.22334,1101
269,5310001,2013,4,36,2,3,Middle,Primary,-8.1,36.51,20.3,20.7,96.1,285,10,8,7,12294.22334,1101
270,5310001,2013,6,37,1,2,Bottom,Primary,-8.1,36.51,16.4,16.9,99.7,285,11,8,8,12294.22334,1101
271,5310001,2013,1,69,2,2,Bottom,None,-8.1,36.51,16.4,16.9,99.7,281,9,5,6,12294.22334,1101
272,5310001,2013,6,34,1,5,Rich,Primary,-8.1,36.51,17.1,17.6,99,280,9,6,6,12294.22334,1101
273,5310001,2013,4,46,2,5,Rich,Primary,-8.1,36.51,17.3,17.7,99,274,9,7,6,12294.22334,1101
274,5310001,2013,3,51,1,5,Rich,Primary,-8.1,36.51,20.8,21.5,95.1,310,6,5,4,12294.22334,1101
275,5407002,2013,6,43,1,3,Middle,Primary,-8.74,36.72,30.2,66.8,155.9,918,9,8,6,29578.27535,141
276,5407002,2013,5,47,2,3,Middle,Primary,-8.74,36.72,30,66.5,155.6,914,11,8,8,29578.27535,141
277,5407002,2013,1,43,1,4,Middle,None,-8.74,36.72,29.6,65.7,155.1,933,10,8,7,29578.27535,141
278,5407002,2013,4,75,2,2,Bottom,None,-8.74,36.72,29.6,65.6,155,940,8,6,5,29578.27535,141
279,5407002,2013,2,26,2,4,Middle,Secondary,-8.74,36.72,29.5,64.2,154.6,962,9,6,6,29578.27535,141
280,5407002,2013,5,72,1,3,Middle,Primary,-8.74,36.72,29.2,64.5,154.4,959,10,6,7,29578.27535,141
281,5407002,2013,7,49,1,3,Middle,Primary,-8.74,36.72,29,64.5,154.3,962,9,6,6,29578.27535,141
282,5407002,2013,8,40,1,2,Bottom,Primary,-8.74,36.72,35.3,74.8,161.9,548,10,7,7,29578.27535,141
283,5509001,2013,8,88,1,2,Bottom,None,-6.88,37.59,0.1,10.5,10.6,543,11,7,8,6804.717452,1197
284,5509001,2013,4,55,1,4,Middle,Primary,-6.88,37.59,0.1,10.4,10.4,542,8,5,5,6804.717452,1197
285,5509001,2013,2,55,1,3,Middle,Primary,-6.88,37.59,0,10.2,10.2,538,7,6,4,6804.717452,1197
286,5509001,2013,9,49,2,1,Bottom,None,-6.88,37.59,0.1,10.1,10.1,540,6,4,3,6804.717452,1197
287,5509001,2013,5,54,2,3,Middle,Primary,-6.88,37.59,0.2,9.9,9.9,535,7,4,4,6804.717452,1197
288,5608006,2013,5,38,1,4,Middle,None,-6.18,37.71,35.8,72.4,72.2,358,8,6,5,2383.475753,553
289,5608006,2013,2,63,2,4,Middle,None,-6.18,37.71,37.5,74.6,74.4,362,9,6,6,2383.475753,553
290,5608006,2013,8,71,1,4,Middle,Primary,-6.18,37.71,37.3,74.6,74.3,356,9,7,6,2383.475753,553
291,5608006,2013,4,27,2,2,Bottom,Primary,-6.18,37.71,37.4,74.6,74.4,355,11,6,8,2383.475753,553
292,5608006,2013,6,41,1,4,Middle,None,-6.18,37.71,34,70,69.8,349,9,6,6,2383.475753,553
293,5609003,2013,8,39,2,3,Middle,Primary,-5.96,37.66,48.6,91,90.7,448,9,5,6,25711.08613,420
294,5609003,2013,7,40,1,4,Middle,Primary,-5.96,37.66,50.3,92.2,92,519,9,7,7,25711.08613,420
295,5609003,2013,6,52,1,3,Middle,Primary,-5.96,37.66,51.9,92.9,92.7,509,8,5,5,25711.08613,420
296,5609003,2013,2,55,1,4,Middle,Primary,-5.96,37.66,50.2,90.4,90.2,420,8,5,5,25711.08613,420
297,5609003,2013,11,76,2,4,Middle,None,-5.96,37.66,51.8,93,92.8,511,6,4,4,25711.08613,420
298,5611001,2013,6,48,1,2,Bottom,Secondary,-7.19,37.56,28.5,40.1,40.3,986,8,6,6,22936.4736,816
299,5611001,2013,4,65,1,5,Rich,None,-7.19,37.56,28.2,40,40.2,1014,8,6,6,22936.4736,816
300,5611001,2013,2,83,2,3,Middle,Primary,-7.19,37.56,28.4,40,40.2,987,7,5,5,22936.4736,816
301,5611001,2013,4,56,1,2,Bottom,Primary,-7.19,37.56,30.6,42.2,42.4,990,5,2,3,22936.4736,816
302,5611001,2013,6,51,1,4,Middle,None,-7.19,37.56,30.5,42.9,43.1,688,5,3,4,22936.4736,816
303,5611001,2013,7,46,2,3,Middle,None,-7.19,37.56,29.7,42.9,43,697,5,4,4,22936.4736,816
304,5611001,2013,6,52,2,4,Middle,Primary,-7.19,37.56,29,41,41.2,901,7,6,6,22936.4736,816
305,6112001,2013,15,62,1,2,Bottom,None,-6.63,38.35,0.4,63.8,65.9,166,11,7,8,5084.391426,3051
306,6112001,2013,5,32,1,2,Bottom,Primary,-6.63,38.35,0.3,63.9,66,168,7,4,4,5084.391426,3051
307,6112001,2013,2,70,1,5,Rich,Primary,-6.63,38.35,0.1,64.4,64.7,218,8,7,5,5084.391426,3051
308,6205001,2013,6,86,2,2,Bottom,None,-6.62,38.79,12.4,21.6,22,74,8,5,5,8743.827175,2598
309,6205001,2013,6,62,2,2,Bottom,None,-6.62,38.79,12.4,21.4,21.7,78,9,6,6,8743.827175,2598
310,6205001,2013,4,39,1,3,Middle,Primary,-6.62,38.79,13,21.1,22.4,76,8,6,5,8743.827175,2598
311,6205001,2013,4,35,1,3,Middle,Secondary,-6.62,38.79,12.7,21.5,22.3,73,8,6,5,8743.827175,2598
312,6205001,2013,5,70,1,2,Bottom,None,-6.62,38.79,13.7,20.1,22.6,77,11,8,8,8743.827175,2598
313,6313001,2013,2,61,2,5,Rich,Primary,-6.93,38.73,23.4,41.8,28.6,109,11,7,8,15943.0123,3206
314,6313001,2013,1,64,2,3,Middle,Primary,-6.93,38.73,22.6,40.7,27.4,112,9,7,6,15943.0123,3206
315,6313001,2013,1,64,1,1,Bottom,Primary,-6.93,38.73,23.4,41.8,28.6,107,2,2,2,15943.0123,3206
316,6313001,2013,4,76,1,2,Bottom,Primary,-6.93,38.73,23.5,42,28.7,106,9,5,6,15943.0123,3206
317,6313001,2013,9,58,2,4,Middle,Primary,-6.93,38.73,23.6,42.1,28.8,110,9,6,6,15943.0123,3206
318,6313001,2013,5,54,1,5,Rich,None,-6.93,38.73,23.3,41.8,28.5,104,10,9,8,15943.0123,3206
319,6313001,2013,5,58,1,4,Middle,Primary,-6.93,38.73,22.8,39.4,26.5,132,10,7,7,15943.0123,3206
320,6410006,2013,9,51,1,3,Middle,Primary,-7.42,39.1,1.1,68.3,68.9,79,9,5,6,18239.27192,1851
321,6410006,2013,7,33,1,4,Middle,None,-7.42,39.1,0.9,71.5,72.1,84,6,3,4,18239.27192,1851
322,6410006,2013,6,40,1,5,Rich,Primary,-7.42,39.1,0.2,70.8,71.4,95,9,5,6,18239.27192,1851
323,6410006,2013,4,58,1,5,Rich,None,-7.42,39.1,0.7,70.9,71.5,81,4,2,2,18239.27192,1851
324,6512004,2013,2,65,2,5,Rich,None,-8.06,39.15,7.3,140,140.4,11,8,6,6,8471.802436,3009
325,6512004,2013,6,38,1,5,Rich,None,-8.06,39.15,9.5,137.2,137.7,15,8,6,6,8471.802436,3009
326,6512004,2013,3,44,1,5,Rich,Primary,-8.06,39.15,9.5,137.3,137.7,17,10,6,8,8471.802436,3009
327,6512004,2013,2,80,1,4,Middle,None,-8.06,39.15,9.9,136.8,137.3,15,8,5,6,8471.802436,3009
328,6512004,2013,9,49,1,5,Rich,None,-8.06,39.15,9.8,136.9,137.4,14,9,4,7,8471.802436,3009
329,6607003,2013,3,72,1,4,Middle,None,-8.05,39.73,60.4,145.2,145.1,10,7,6,4,1954.419855,292
330,6607003,2013,5,45,1,5,Rich,Primary,-8.05,39.73,59.9,144.9,144.8,9,10,7,7,1954.419855,292
331,6607003,2013,3,41,1,5,Rich,Primary,-8.05,39.73,59.9,144.8,144.7,11,7,6,4,1954.419855,292
332,6607003,2013,7,70,1,4,Middle,Primary,-8.05,39.73,59.9,144.8,144.7,11,7,5,5,1954.419855,292
333,6607003,2013,3,36,1,3,Middle,Primary,-8.05,39.73,60.4,145.1,145,9,7,5,4,1954.419855,292
334,6607003,2013,4,42,1,5,Rich,Secondary,-8.05,39.73,60.5,145.1,145,9,10,6,7,1954.419855,292
335,6607003,2013,1,37,1,4,Middle,Primary,-8.05,39.73,59.9,144.5,144.5,1,1,1,1,1954.419855,292
336,6607003,2013,7,44,1,5,Rich,Primary,-8.05,39.73,60,144.7,144.7,10,9,5,6,1954.419855,292
337,8101003,2013,5,59,1,3,Middle,Primary,-8.58,39.23,0.4,169.7,169.2,34,7,6,5,16629.51252,1972
338,8101003,2013,7,73,1,4,Middle,None,-8.58,39.23,2.6,170.6,170.1,41,5,3,3,16629.51252,1972
339,8101003,2013,2,36,1,4,Middle,None,-8.58,39.23,3.5,167.8,167.3,56,5,3,4,16629.51252,1972
340,8101003,2013,5,26,1,4,Middle,Secondary,-8.58,39.23,1.3,168.9,168.4,38,6,3,4,16629.51252,1972
341,8101003,2013,2,84,1,3,Middle,None,-8.58,39.23,3.2,169.2,168.7,15,9,5,6,16629.51252,1972
342,8101003,2013,7,49,1,4,Middle,Primary,-8.58,39.23,1.4,171.1,170.7,23,6,4,4,16629.51252,1972
343,8106009,2013,5,92,1,2,Bottom,Primary,-8.43,38.96,32.9,181.1,181.7,454,5,5,4,29566.83809,506
344,8106009,2013,6,40,2,4,Middle,Primary,-8.43,38.96,32.9,181.1,181.7,435,3,3,2,29566.83809,506
345,8106009,2013,7,43,1,4,Middle,None,-8.43,38.96,32.9,181.1,181.7,477,6,4,5,29566.83809,506
346,8106009,2013,4,39,1,3,Middle,Primary,-8.43,38.96,32.9,181.1,181.7,420,6,5,4,29566.83809,506
347,8106009,2013,5,51,1,5,Rich,Primary,-8.43,38.96,32.9,181.1,181.7,485,6,5,5,29566.83809,506
348,8106009,2013,3,86,1,5,Rich,None,-8.43,38.96,32.9,181.1,181.7,497,5,5,4,29566.83809,506
349,8108003,2013,8,51,1,5,Rich,Primary,-8.83,38.88,44.2,161.4,160.7,88,8,7,6,12893.97162,2677
350,8108003,2013,10,51,1,5,Rich,Secondary,-8.83,38.88,41.4,159.7,159,86,10,6,7,12893.97162,2677
351,8108003,2013,7,51,1,5,Rich,Primary,-8.83,38.88,42.2,159.6,159,87,10,5,7,12893.97162,2677
352,8108003,2013,2,78,1,3,Middle,None,-8.83,38.88,42.9,155.8,155.1,92,5,3,2,12893.97162,2677
353,8108003,2013,8,59,1,5,Rich,None,-8.83,38.88,38.6,159.3,158.7,79,9,7,6,12893.97162,2677
354,8116007,2013,8,52,1,4,Middle,None,-9.11,39.56,21.9,101.2,100.8,25,7,5,5,7314.110715,1298
355,8116007,2013,5,34,1,5,Rich,Primary,-9.11,39.56,21.8,101.1,100.8,24,9,6,6,7314.110715,1298
356,8116007,2013,3,59,1,5,Rich,None,-9.11,39.56,21.4,101.5,101.1,12,5,2,3,7314.110715,1298
357,8116007,2013,7,64,2,2,Bottom,None,-9.11,39.56,21.4,100.1,99.8,21,5,3,3,7314.110715,1298
358,8116007,2013,4,31,1,5,Rich,Primary,-9.11,39.56,21.9,101,100.7,25,8,7,5,7314.110715,1298
359,8116007,2013,2,69,2,5,Rich,Primary,-9.11,39.56,22.5,101.7,101.3,13,7,4,4,7314.110715,1298
360,8213003,2013,2,48,1,5,Rich,Primary,-10.23,39.28,6.4,55.5,55,332,7,5,5,26131.10594,653
361,8213003,2013,5,66,1,3,Middle,Primary,-10.23,39.28,6.4,55.2,54.7,341,8,5,5,26131.10594,653
362,8213003,2013,5,39,1,2,Bottom,Primary,-10.23,39.28,10.5,53.2,52.7,296,8,6,6,26131.10594,653
363,8213003,2013,3,38,1,5,Rich,Primary,-10.23,39.28,11.2,53,52.4,287,9,6,6,26131.10594,653
364,8213003,2013,3,50,2,4,Middle,Primary,-10.23,39.28,11.4,53.1,52.5,295,9,5,6,26131.10594,653
365,8213003,2013,5,45,1,4,Middle,Primary,-10.23,39.28,11.6,53.1,52.5,299,8,7,6,26131.10594,653
366,8219001,2013,4,65,1,4,Middle,None,-10.11,39.24,24.7,51.3,50.7,755,7,6,6,28641.91473,469
367,8219001,2013,5,56,1,4,Middle,None,-10.11,39.24,24.9,51.3,50.6,757,6,5,4,28641.91473,469
368,8219001,2013,5,69,1,2,Bottom,Primary,-10.11,39.24,24.8,51.5,50.8,760,8,6,5,28641.91473,469
369,8219001,2013,1,74,2,4,Middle,None,-10.11,39.24,25.5,51.8,51.1,765,7,6,5,28641.91473,469
370,8219001,2013,2,79,1,4,Middle,None,-10.11,39.24,25.9,51.8,51.1,764,8,5,5,28641.91473,469
371,8224002,2013,7,58,1,4,Middle,None,-9.92,39.33,34.4,41.7,40.9,316,6,4,4,25981.24254,548
372,8224002,2013,1,64,2,5,Rich,Primary,-9.92,39.33,33.7,41.2,40.4,306,5,3,3,25981.24254,548
373,8224002,2013,2,61,2,2,Bottom,None,-9.92,39.33,32.9,40.6,39.8,307,4,3,3,25981.24254,548
374,8224002,2013,5,64,1,2,Bottom,Primary,-9.92,39.33,33.6,41.2,40.4,307,7,6,5,25981.24254,548
375,8224002,2013,5,79,2,4,Middle,None,-9.92,39.33,34.4,41.8,41,310,5,5,4,25981.24254,548
376,8224002,2013,5,46,1,5,Rich,Primary,-9.92,39.33,34.5,42,41.2,294,7,6,5,25981.24254,548
377,8224002,2013,5,65,1,5,Rich,Primary,-9.92,39.33,35,42.3,41.5,297,8,6,5,25981.24254,548
378,8310002,2013,3,49,1,5,Rich,Primary,-10.58,38.03,40.4,85.7,191.4,517,8,6,6,17553.25447,1193
379,8310002,2013,4,32,2,3,Middle,Secondary,-10.58,38.03,38.1,86.1,193,485,8,6,5,17553.25447,1193
380,8310002,2013,3,47,1,4,Middle,Primary,-10.58,38.03,37.7,85.6,192.8,498,6,5,5,17553.25447,1193
381,8401003,2013,7,91,1,1,Bottom,None,-9.8,37.9,121.5,141,195.8,517,12,9,9,11524.95204,2714
382,8401003,2013,4,53,1,3,Middle,Primary,-9.8,37.9,122.1,141.4,195.8,514,8,5,5,11524.95204,2714
383,8401003,2013,5,44,1,1,Bottom,Primary,-9.8,37.9,121.8,141.1,195.7,517,7,6,4,11524.95204,2714
384,8401003,2013,3,54,1,1,Bottom,Primary,-9.8,37.9,121.9,141.6,196.4,510,7,5,4,11524.95204,2714
385,8403003,2013,7,56,2,1,Bottom,Primary,-10.22,37.88,69,107.4,200,512,7,4,5,18294.00117,1247
386,8403003,2013,13,49,1,1,Bottom,Primary,-10.22,37.88,74.9,112.6,199.4,536,10,7,7,18294.00117,1247
387,8403003,2013,3,66,1,4,Middle,None,-10.22,37.88,74.9,112.6,199.4,574,7,5,5,18294.00117,1247
388,8403003,2013,4,32,1,4,Middle,Primary,-10.22,37.88,74.9,112.6,199.4,490,9,6,7,18294.00117,1247
389,8403003,2013,3,47,1,3,Middle,Primary,-10.22,37.88,74.9,112.6,199.4,574,6,3,3,18294.00117,1247
390,8403003,2013,4,43,1,4,Middle,Primary,-10.22,37.88,74.9,112.6,199.4,518,4,2,3,18294.00117,1247
391,8403003,2013,5,29,1,3,Middle,Primary,-10.22,37.88,74.9,112.6,199.4,515,6,4,3,18294.00117,1247
392,8403003,2013,6,37,1,5,Rich,Primary,-10.22,37.88,74.9,112.6,199.4,515,8,6,5,18294.00117,1247
393,8404002,2013,6,45,1,4,Middle,Primary,-9.6,37.4,135.1,166.9,226.6,491,8,6,5,17835.71418,1155
394,8404002,2013,6,39,1,3,Middle,Primary,-9.6,37.4,135,166.8,226.6,494,10,6,7,17835.71418,1155
395,8404002,2013,8,49,2,5,Rich,Primary,-9.6,37.4,135.3,167.3,226.3,470,10,7,7,17835.71418,1155
396,8404002,2013,6,51,2,5,Rich,None,-9.6,37.4,135.1,166.8,226.9,501,5,3,3,17835.71418,1155
397,8404002,2013,7,51,2,2,Bottom,Primary,-9.6,37.4,135,166.7,226.8,501,6,3,3,17835.71418,1155
399,8415002,2013,6,35,1,2,Bottom,Primary,-9.8,37.98,121.2,137.2,191.3,493,8,7,5,6458.911244,3130
400,8415002,2013,4,53,1,5,Rich,Primary,-9.8,37.98,121.2,137.2,191.3,493,8,7,5,6458.911244,3130
401,8415002,2013,4,31,1,5,Rich,Primary,-9.8,37.98,121.2,137.2,191.3,492,8,7,5,6458.911244,3130
402,8415002,2013,2,60,1,2,Bottom,None,-9.8,37.98,121.2,137.2,191.3,458,9,5,6,6458.911244,3130
403,8415002,2013,5,40,1,3,Middle,Primary,-9.8,37.98,121.2,137.2,191.3,493,9,8,6,6458.911244,3130
404,8415002,2013,8,47,1,2,Bottom,Primary,-9.8,37.98,121.2,137.2,191.3,493,9,8,6,6458.911244,3130
405,8415002,2013,5,46,2,1,Bottom,Primary,-9.8,37.98,121.2,137.2,191.3,493,7,5,4,6458.911244,3130
406,8506002,2013,5,79,2,1,Bottom,None,-10.24,38.92,28.1,53.9,89.5,434,8,5,5,11873.16356,2037
407,8506002,2013,4,44,2,3,Middle,Primary,-10.24,38.92,27.6,53.4,89.6,426,6,5,4,11873.16356,2037
408,8506002,2013,6,63,1,2,Bottom,None,-10.24,38.92,27.6,53.2,89.9,434,9,5,6,11873.16356,2037
409,8506002,2013,5,40,1,3,Middle,Primary,-10.24,38.92,27.9,53.3,90.2,442,8,5,6,11873.16356,2037
410,8506002,2013,5,49,1,4,Middle,Primary,-10.24,38.92,28.2,53.7,89.9,442,6,5,5,11873.16356,2037
411,8508001,2013,4,55,1,2,Bottom,Secondary,-10.03,38.89,51.6,77.8,89.3,295,7,5,4,11776.87642,2658
412,8508001,2013,13,76,1,2,Bottom,None,-10.03,38.89,51.9,78.2,89.4,295,9,8,6,11776.87642,2658
413,8508001,2013,7,68,1,3,Middle,Primary,-10.03,38.89,52,78.2,89.4,297,9,6,6,11776.87642,2658
414,8508001,2013,3,56,1,2,Bottom,Primary,-10.03,38.89,51.8,77.8,89.7,290,7,4,4,11776.87642,2658
415,8508001,2013,6,35,2,2,Bottom,Primary,-10.03,38.89,51.6,77.9,89.2,296,8,6,5,11776.87642,2658
416,8508001,2013,5,61,1,1,Bottom,None,-10.03,38.89,50.6,79.1,86.2,361,7,5,5,11776.87642,2658
417,8612001,2013,5,52,1,4,Middle,Primary,-9.99,39.68,0.1,7.2,6.6,8,6,5,4,14589.42058,1511
418,8612002,2013,6,52,1,3,Middle,Primary,-10.05,39.7,2,5.2,5.4,10,7,5,4,17180.51596,1301
419,8612002,2013,4,65,2,3,Middle,None,-10.05,39.7,2.3,5.7,5.9,18,3,3,2,17180.51596,1301
420,8612002,2013,3,78,1,2,Bottom,None,-10.05,39.7,2.3,5.5,5.8,12,6,4,4,17180.51596,1301
421,8612002,2013,4,44,1,4,Middle,Primary,-10.05,39.7,1.8,4.6,5,10,7,7,5,17180.51596,1301
422,9110003,2013,8,60,1,5,Rich,None,-10.63,39.88,41.8,52.7,53.6,247,9,6,7,20989.12333,3087
423,9110003,2013,5,41,1,3,Middle,None,-10.63,39.88,41.8,52.7,53.6,247,7,6,5,20989.12333,3087
424,9110003,2013,2,51,1,3,Middle,Primary,-10.63,39.88,41.8,52.7,53.6,247,10,7,7,20989.12333,3087
425,9110003,2013,2,49,1,4,Middle,Primary,-10.63,39.88,41.8,52.7,53.6,219,6,6,5,20989.12333,3087
426,9110003,2013,7,82,1,3,Middle,None,-10.63,39.88,41.8,52.7,53.6,228,6,5,5,20989.12333,3087
427,9110003,2013,5,46,1,2,Bottom,None,-10.63,39.88,41.8,52.7,53.6,219,7,5,6,20989.12333,3087
428,9110003,2013,7,53,1,1,Bottom,None,-10.63,39.88,41.8,52.7,53.6,251,7,7,5,20989.12333,3087
429,9111004,2013,2,92,1,1,Bottom,Primary,-10.39,39.99,17,27.1,28,77,8,5,6,28209.72834,801
430,9111004,2013,4,76,2,1,Bottom,None,-10.39,39.99,17.1,27,27.9,71,8,5,6,28209.72834,801
431,9111004,2013,8,46,1,2,Bottom,None,-10.39,39.99,16.9,26.8,27.7,68,8,7,6,28209.72834,801
432,9111004,2013,9,66,1,2,Bottom,Primary,-10.39,39.99,23.6,31.3,32.2,93,6,5,5,28209.72834,801
433,9111004,2013,6,61,2,2,Bottom,None,-10.39,39.99,17,27.1,28,74,6,5,5,28209.72834,801
435,9112001,2013,3,82,2,5,Rich,None,-10.39,39.83,16.1,39.1,39.9,260,5,5,4,26537.93714,1228
436,9112001,2013,4,41,1,2,Bottom,Primary,-10.39,39.83,16.1,39.1,39.9,264,3,2,2,26537.93714,1228
437,9112001,2013,7,44,2,4,Middle,Primary,-10.39,39.83,16.1,39.1,39.9,250,6,6,5,26537.93714,1228
438,9112001,2013,4,47,1,1,Bottom,Primary,-10.39,39.83,16.1,39.1,39.9,255,7,6,5,26537.93714,1228
439,9112001,2013,2,82,2,2,Bottom,None,-10.39,39.83,16.1,39.1,39.9,284,3,3,2,26537.93714,1228
440,9112001,2013,5,54,1,2,Bottom,None,-10.39,39.83,16.1,39.1,39.9,264,4,4,3,26537.93714,1228
441,9112001,2013,4,36,2,1,Bottom,None,-10.39,39.83,16.1,39.1,39.9,264,7,5,5,26537.93714,1228
442,9112006,2013,4,38,1,2,Bottom,Primary,-10.43,39.78,27.7,49.8,50.6,292,5,7,4,23318.8564,1462
443,9112006,2013,9,76,1,2,Bottom,None,-10.43,39.78,27.7,48.7,49.5,288,11,8,8,23318.8564,1462
444,9112006,2013,4,40,1,4,Middle,Primary,-10.43,39.78,27.5,49,49.8,294,7,6,5,23318.8564,1462
445,9112006,2013,6,58,1,2,Bottom,Primary,-10.43,39.78,27.8,49.6,50.4,291,9,7,7,23318.8564,1462
446,9112006,2013,4,58,1,4,Middle,Primary,-10.43,39.78,27.8,49.1,49.9,290,6,6,5,23318.8564,1462
447,9112006,2013,3,73,2,4,Middle,None,-10.43,39.78,28,49.2,50.1,289,7,6,6,23318.8564,1462
448,9113007,2013,4,34,1,2,Bottom,Primary,-10.3,39.89,7.9,34.4,35.2,61,6,5,5,27285.2127,695
449,9113007,2013,4,37,1,4,Middle,Primary,-10.3,39.89,7.9,34.4,35.2,61,7,5,6,27285.2127,695
450,9113007,2013,6,62,1,2,Bottom,None,-10.3,39.89,7.9,34.4,35.2,61,9,4,6,27285.2127,695
451,9113007,2013,10,52,1,2,Bottom,Primary,-10.3,39.89,7.9,34.4,35.2,48,9,8,6,27285.2127,695
452,9113007,2013,4,76,2,4,Middle,None,-10.3,39.89,7.9,34.4,35.2,82,4,4,3,27285.2127,695
453,9113007,2013,3,74,2,1,Bottom,None,-10.3,39.89,7.9,34.4,35.2,61,6,5,4,27285.2127,695
454,9113007,2013,5,36,1,1,Bottom,Primary,-10.3,39.89,7.9,34.4,35.2,55,7,6,5,27285.2127,695
456,9116002,2013,2,68,2,1,Bottom,None,-10.13,40,11.8,27,27.2,15,6,5,4,10209.25617,644
457,9116002,2013,5,43,2,4,Middle,Primary,-10.13,40,12.5,27,27.2,13,10,6,7,10209.25617,644
458,9116002,2013,7,53,1,4,Middle,Primary,-10.13,40,12.1,27,27.2,14,10,8,7,10209.25617,644
459,9116002,2013,7,41,2,3,Middle,Primary,-10.13,40,12.2,27,27.3,15,7,6,5,10209.25617,644
460,9116002,2013,2,64,2,2,Bottom,Primary,-10.13,40,12.1,27,27.3,15,9,6,6,10209.25617,644
461,9205003,2013,3,75,1,4,Middle,None,-10.93,39.4,61.6,67.7,109.7,465,8,7,7,3770.362585,2741
